"SECURITIES","ERROR CODE","NUM FLDS","TICKER","OPT_STRIKE_PX","PX_LAST","PX_SETTLE","OPT_DELTA_LAST","OPT_GAMMA_LAST","SETTLE_DT","OPT_DAYS_EXPIRE","DAYS_TO_MTY","TODAY_DT","1ST_MTH_IMPVOL_90.0%MNY_DF","1ST_MTH_IMPVOL_95.0%MNY_DF","1ST_MTH_IMPVOL_97.5%MNY_DF","1ST_MTH_IMPVOL_100.0%MNY_DF","1ST_MTH_IMPVOL_102.5%MNY_DF","1ST_MTH_IMPVOL_110.0%MNY_DF","3MTH_IMPVOL_90.0%MNY_DF","3MTH_IMPVOL_95.0%MNY_DF","3MTH_IMPVOL_97.5%MNY_DF","3MTH_IMPVOL_100.0%MNY_DF","3MTH_IMPVOL_102.5%MNY_DF","3MTH_IMPVOL_110.0%MNY_DF","6MTH_IMPVOL_90.0%MNY_DF","6MTH_IMPVOL_95.0%MNY_DF","6MTH_IMPVOL_97.5%MNY_DF","6MTH_IMPVOL_100.0%MNY_DF","6MTH_IMPVOL_102.5%MNY_DF","6MTH_IMPVOL_110.0%MNY_DF"
"TYU6P    133.5 Comdty",0,28,"TYU6P",133.500000  ,1.375000  ,1.375000  ,-.570  ,.190  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    134 Comdty",0,28,"TYU6P",134.000000  ,1.703125  ,1.703125  ,-.636  ,.177  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    134.5 Comdty",0,28,"TYU6P",134.500000  ,2.062500  ,2.062500  ,-.696  ,.162  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    135 Comdty",0,28,"TYU6P",135.000000  ,2.453125  ,2.453125  ,-.747  ,.144  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    135.5 Comdty",0,28,"TYU6P",135.500000  ,2.859375  ,2.859375  ,-.792  ,.126  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    136 Comdty",0,28,"TYU6P",136.000000  ,3.281250  ,3.281250  ,-.832  ,.109  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    136.5 Comdty",0,28,"TYU6P",136.500000  ,3.734375  ,3.734375  ,-.860  ,.093  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    137 Comdty",0,28,"TYU6P",137.000000  ,4.187500  ,4.187500  ,-.887  ,.079  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    137.5 Comdty",0,28,"TYU6P",137.500000  ,4.656250  ,4.656250  ,-.906  ,.067  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    138 Comdty",0,28,"TYU6P",138.000000  ,5.125000  ,5.125000  ,-.925  ,.056  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    138.5 Comdty",0,28,"TYU6P",138.500000  ,5.609375  ,5.609375  ,-.936  ,.048  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    139 Comdty",0,28,"TYU6P",139.000000  ,6.093750  ,6.093750  ,-.946  ,.041  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    139.5 Comdty",0,28,"TYU6P",139.500000  ,6.593750  ,6.593750  ,-.949  ,.037  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    140 Comdty",0,28,"TYU6P",140.000000  ,7.078125  ,7.078125  ,-.958  ,.031  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    140.5 Comdty",0,28,"TYU6P",140.500000  ,7.562500  ,7.562500  ,-.967  ,.025  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    141 Comdty",0,28,"TYU6P",141.000000  ,8.062500  ,8.062500  ,-.968  ,.023  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    141.5 Comdty",0,28,"TYU6P",141.500000  ,8.546875  ,8.546875  ,-.977  ,.018  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    142 Comdty",0,28,"TYU6P",142.000000  ,9.046875  ,9.046875  ,-.978  ,.017  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    142.5 Comdty",0,28,"TYU6P",142.500000  ,9.546875  ,9.546875  ,-.978  ,.016  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    143 Comdty",0,28,"TYU6P",143.000000  ,10.046875  ,10.046875  ,-.979  ,.015  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    143.5 Comdty",0,28,"TYU6P",143.500000  ,10.546875  ,10.546875  ,-.980  ,.014  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    144 Comdty",0,28,"TYU6P",144.000000  ,11.046875  ,11.046875  ,-.980  ,.013  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    144.5 Comdty",0,28,"TYU6P",144.500000  ,11.531250  ,11.531250  ,-.988  ,.009  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    145 Comdty",0,28,"TYU6P",145.000000  ,12.031250  ,12.031250  ,-.988  ,.009  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    145.5 Comdty",0,28,"TYU6P",145.500000  ,12.531250  ,12.531250  ,-.989  ,.008  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    146 Comdty",0,28,"TYU6P",146.000000  ,13.031250  ,13.031250  ,-.989  ,.008  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    146.5 Comdty",0,28,"TYU6P",146.500000  ,13.531250  ,13.531250  ,-.989  ,.007  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    147 Comdty",0,28,"TYU6P",147.000000  ,14.031250  ,14.031250  ,-.989  ,.007  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    147.5 Comdty",0,28,"TYU6P",147.500000  ,14.515625  ,14.515625  ,-1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    148 Comdty",0,28,"TYU6P",148.000000  ,15.015625  ,15.015625  ,-1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    148.5 Comdty",0,28,"TYU6P",148.500000  ,15.515625  ,15.515625  ,-1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    149 Comdty",0,28,"TYU6P",149.000000  ,16.015625  ,16.015625  ,-1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    149.5 Comdty",0,28,"TYU6P",149.500000  ,16.515625  ,16.515625  ,-1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    150 Comdty",0,28,"TYU6P",150.000000  ,17.015625  ,17.015625  ,-1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    150.5 Comdty",0,28,"TYU6P",150.500000  ,17.515625  ,17.515625  ,-1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    151 Comdty",0,28,"TYU6P",151.000000  ,18.015625  ,18.015625  ,-1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    151.5 Comdty",0,28,"TYU6P",151.500000  ,18.515625  ,18.515625  ,-1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    152 Comdty",0,28,"TYU6P",152.000000  ,19.015625  ,19.015625  ,-1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    152.5 Comdty",0,28,"TYU6P",152.500000  ,19.515625  ,19.515625  ,-1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    153 Comdty",0,28,"TYU6P",153.000000  ,20.015625  ,20.015625  ,-1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    153.5 Comdty",0,28,"TYU6P",153.500000  ,20.515625  ,20.515625  ,-1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    154 Comdty",0,28,"TYU6P",154.000000  ,21.015625  ,21.015625  ,-1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    154.5 Comdty",0,28,"TYU6P",154.500000  ,21.515625  ,21.515625  ,-1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    155 Comdty",0,28,"TYU6P",155.000000  ,22.015625  ,22.015625  ,-1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    155.5 Comdty",0,28,"TYU6P",155.500000  ,22.515625  ,22.515625  ,-1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    156 Comdty",0,28,"TYU6P",156.000000  ,23.015625  ,23.015625  ,-1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    156.5 Comdty",0,28,"TYU6P",156.500000  ,23.515625  ,23.515625  ,-1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    157 Comdty",0,28,"TYU6P",157.000000  ,24.015625  ,24.015625  ,-1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    157.5 Comdty",0,28,"TYU6P",157.500000  ,24.515625  ,24.515625  ,-1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    158 Comdty",0,28,"TYU6P",158.000000  ,25.015625  ,25.015625  ,-1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6P    158.5 Comdty",0,28,"TYU6P",158.500000  ,25.515625  ,25.515625  ,-1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6C    97 Comdty",0,28,"TYU6C",97.000000  ,35.984375  ,35.984375  ,1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6C    97.5 Comdty",0,28,"TYU6C",97.500000  ,35.484375  ,35.484375  ,1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6C    98 Comdty",0,28,"TYU6C",98.000000  ,34.984375  ,34.984375  ,1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6C    98.5 Comdty",0,28,"TYU6C",98.500000  ,34.484375  ,34.484375  ,1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6C    99 Comdty",0,28,"TYU6C",99.000000  ,33.984375  ,33.984375  ,1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6C    99.5 Comdty",0,28,"TYU6C",99.500000  ,33.484375  ,33.484375  ,1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6C    100 Comdty",0,28,"TYU6C",100.000000  ,32.984375  ,32.984375  ,1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6C    100.5 Comdty",0,28,"TYU6C",100.500000  ,32.484375  ,32.484375  ,1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6C    101 Comdty",0,28,"TYU6C",101.000000  ,31.984375  ,31.984375  ,1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6C    101.5 Comdty",0,28,"TYU6C",101.500000  ,31.484375  ,31.484375  ,1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6C    102 Comdty",0,28,"TYU6C",102.000000  ,30.984375  ,30.984375  ,1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6C    102.5 Comdty",0,28,"TYU6C",102.500000  ,30.484375  ,30.484375  ,1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6C    103 Comdty",0,28,"TYU6C",103.000000  ,29.984375  ,29.984375  ,1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6C    103.5 Comdty",0,28,"TYU6C",103.500000  ,29.484375  ,29.484375  ,1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6C    104 Comdty",0,28,"TYU6C",104.000000  ,28.984375  ,28.984375  ,1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6C    104.5 Comdty",0,28,"TYU6C",104.500000  ,28.484375  ,28.484375  ,1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6C    105 Comdty",0,28,"TYU6C",105.000000  ,27.984375  ,27.984375  ,1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6C    105.5 Comdty",0,28,"TYU6C",105.500000  ,27.484375  ,27.484375  ,1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6C    106 Comdty",0,28,"TYU6C",106.000000  ,26.984375  ,26.984375  ,1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6C    106.5 Comdty",0,28,"TYU6C",106.500000  ,26.484375  ,26.484375  ,1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6C    107 Comdty",0,28,"TYU6C",107.000000  ,25.984375  ,25.984375  ,1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6C    107.5 Comdty",0,28,"TYU6C",107.500000  ,25.484375  ,25.484375  ,1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6C    108 Comdty",0,28,"TYU6C",108.000000  ,24.984375  ,24.984375  ,1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6C    108.5 Comdty",0,28,"TYU6C",108.500000  ,24.484375  ,24.484375  ,1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6C    109 Comdty",0,28,"TYU6C",109.000000  ,23.984375  ,23.984375  ,1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6C    109.5 Comdty",0,28,"TYU6C",109.500000  ,23.484375  ,23.484375  ,1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TYU6C    110 Comdty",0,28,"TYU6C",110.000000  ,22.984375  ,22.984375  ,1.000  ,.000  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
